Date,Close,Daily Return,MA 20,MA 50,Signal,Position,Trade,Trading Cost,Strategy Return,Buy and Hold Growth,Strategy Growth
2025-11-10,25574.349609375,0.0032185728871263475,25658.43251953125,25219.5940625,1,1.0,0.0,0.0,0.0032185728871263475,1.037517877560205,0.999074609258017
2025-11-11,25694.94921875,0.0047156471705849246,25678.9125,25243.4750390625,1,1.0,0.0,0.0,0.0047156471705849246,1.042410445803953,1.003785892612368
2025-11-12,25875.80078125,0.0070384090258497345,25711.33505859375,25272.4540625,1,1.0,0.0,0.0,0.0070384090258497345,1.0497473568943394,1.0108509482989514
2025-11-13,25879.150390625,0.00012944949620363744,25748.017578125,25297.5360546875,1,1.0,0.0,0.0,0.00012944949620363744,1.0498832461608305,1.0109818024449457
2025-11-14,25910.05078125,0.001194026471448284,25777.342578125,25324.145078125,1,1.0,0.0,0.0,0.001194026471448284,1.0511368345486767,1.0121889414792176
2025-11-17,26013.44921875,0.0039906690408659795,25798.75,25350.113046875,1,1.0,0.0,0.0,0.0039906690408659795,1.055331573772024,1.0162282525514856
2025-11-18,25910.05078125,-0.003974806902018679,25808.76005859375,25373.628046875,1,1.0,0.0,0.0,-0.003974806902018679,1.0511368345486767,1.0121889414792176
2025-11-19,26052.650390625,0.005503640675154298,25819.23505859375,25399.8610546875,1,1.0,0.0,0.0,0.005503640675154298,1.0569219139864516,1.017759665708484
2025-11-20,26192.150390625,0.005354541588221684,25835.41259765625,25428.2410546875,1,1.0,0.0,0.0,0.005354541588221684,1.062581246330395,1.0232093021653346
2025-11-21,26068.150390625,-0.0047342428227803435,25844.25009765625,25452.2320703125,1,1.0,0.0,0.0,-0.0047342428227803435,1.0575507286913344,1.0183651808703562
2025-11-24,25959.5,-0.004167936312968079,25852.467578125,25471.960078125,1,1.0,0.0,0.0,-0.004167936312968079,1.053142924606416,1.0141206996531444
2025-11-25,25884.80078125,-0.002877529180069005,25848.405078125,25489.54609375,1,1.0,0.0,0.0,-0.002877529180069005,1.0501124751100777,1.0112025377477805
2025-11-26,26205.30078125,0.012381783530362567,25861.86015625,25511.372109375,1,1.0,0.0,0.0,0.012381783530362567,1.063114740459424,1.0237230286755268
2025-11-27,26215.55078125,0.0003911422381892571,25869.94267578125,25534.299140625,1,1.0,0.0,0.0,0.0003911422381892571,1.0635305695384591,1.024123449992249
2025-11-28,26202.94921875,-0.0004806903583736144,25886.19765625,25553.5761328125,1,1.0,0.0,0.0,-0.0004806903583736144,1.0630193406478463,1.0236311637240534
2025-12-01,26175.75,-0.0010380212747401751,25908.88017578125,25570.4861328125,1,1.0,0.0,0.0,-0.0010380212747401751,1.0619159039567936,1.0225686127986209
2025-12-02,26032.19921875,-0.005484113396941881,25922.32265625,25582.658125,1,1.0,0.0,0.0,-0.005484113396941881,1.0560922367214785,1.0169607305698798
2025-12-03,25986.0,-0.0017746951904364927,25941.74013671875,25595.837109375,1,1.0,0.0,0.0,-0.0017746951904364927,1.0542179949083115,1.0151559352524746
2025-12-04,26033.75,0.0018375278996383138,25967.94267578125,25612.4651171875,1,1.0,0.0,0.0,0.0018375278996383138,1.0561551498862563,1.0170213126059844
2025-12-05,26186.44921875,0.005865433091659877,26002.65009765625,25632.8041015625,1,1.0,0.0,0.0,0.005865433091659877,1.062349957252326,1.0229865830678668
2025-12-08,25960.55078125,-0.00862653945989178,26021.96015625,25650.877109375,1,1.0,0.0,0.0,-0.00862653945989178,1.0531855534258745,1.014161748942092
2025-12-09,25839.650390625,-0.004657081109092687,26029.19521484375,25669.853125,1,1.0,0.0,0.0,-0.004657081109092687,1.0482807828806455,1.0094387154195295
2025-12-10,25758.0,-0.0031598875909956137,26023.30517578125,25691.919140625,1,1.0,0.0,0.0,-0.0031598875909956137,1.0449683334429418,1.0062490025488047
2025-12-11,25898.55078125,0.0054565875164998,26024.2751953125,25717.1921484375,1,1.0,0.0,0.0,0.0054565875164998,1.0506702946063442,1.0117396882946028
2025-12-12,26046.94921875,0.005729990019651465,26031.1201171875,25745.909140625,1,1.0,0.0,0.0,0.005729990019651465,1.0566906249083827,1.0175369466110162
2025-12-15,26027.30078125,-0.0007543469807149705,26031.8126953125,25769.729140625,1,1.0,0.0,0.0,-0.0007543469807149705,1.0558935135259333,1.0167693706875742
2025-12-16,25860.099609375,-0.006424068837574293,26029.31513671875,25789.0461328125,1,1.0,0.0,0.0,-0.006424068837574293,1.0491103809098945,1.0102375742583403
2025-12-17,25818.55078125,-0.001606677033445636,26017.61015625,25803.864140625,1,1.0,0.0,0.0,-0.001606677033445636,1.0474247993553372,1.0086144487494555
2025-12-18,25815.55078125,-0.00011619552256891819,25998.78017578125,25818.009140625,1,1.0,0.0,0.0,-0.00011619552256891819,1.0473030932834244,1.0084972522665125
2025-12-19,25966.400390625,0.005843362036054733,25993.69267578125,25836.414140625,1,1.0,0.0,0.0,0.005843362036054733,1.0534228644189594,1.0143902668238722
2025-12-22,26172.400390625,0.00793332910611566,26004.3376953125,25856.2261328125,1,1.0,0.0,0.0,0.00793332910611566,1.061780014690302,1.0224377586526265
2025-12-23,26177.150390625,0.00018148889399149937,26018.95517578125,25874.0621484375,1,1.0,0.0,0.0,0.00018148889399149937,1.0619727159708305,1.0226233197506196
2025-12-24,26142.099609375,-0.0013389838361685946,26015.7951171875,25892.3571484375,1,1.0,0.0,0.0,-0.0013389838361685946,1.0605507516696935,1.0212540436549844
2025-12-26,26042.30078125,-0.0038175521330050532,26007.1326171875,25910.2931640625,1,1.0,0.0,0.0,-0.0038175521330050532,1.0565020438854966,1.0173553531022892
2025-12-29,25942.099609375,-0.003847631310177624,25994.09013671875,25922.664140625,1,1.0,0.0,0.0,-0.003847631310177624,1.0524370135421761,1.013440944792116
2025-12-30,25938.849609375,-0.00012527898855285713,25982.2451171875,25929.7351171875,1,1.0,0.0,0.0,-0.00012527898855285713,1.0523051652976039,1.0133139819355943
2025-12-31,26129.599609375,0.0073538342244390265,25987.11513671875,25938.1301171875,1,1.0,0.0,0.0,0.0073538342244390265,1.0600436430367233,1.020765724976055
2026-01-01,26146.55078125,0.0006487344669803274,25995.14267578125,25944.198125,1,1.0,0.0,0.0,0.0006487344669803274,1.0607313298844645,1.021427930884559
2026-01-02,26328.55078125,0.006960765170238581,26009.88271484375,25953.3971484375,1,1.0,0.0,0.0,0.006960765170238581,1.0681148315805051,1.0285378508497691
2026-01-05,26250.30078125,-0.0029720587604740167,26013.07529296875,25960.57515625,1,1.0,0.0,0.0,-0.0029720587604740167,1.064940331538114,1.025480975919672
2026-01-06,26178.69921875,-0.0027276473171363724,26023.98271484375,25968.2461328125,1,1.0,0.0,0.0,-0.0027276473171363724,1.062035549899884,1.0226838254869302
2026-01-07,26140.75,-0.001449622016468255,26039.0376953125,25971.7401171875,1,1.0,0.0,0.0,-0.001449622016468255,1.0604959997844772,1.0212013204976182
2026-01-08,25876.849609375,-0.010095364158449915,26044.98017578125,25970.553125,1,1.0,0.0,0.0,-0.010095364158449915,1.0497899064780734,1.010891921288105
2026-01-09,25683.30078125,-0.007479613285493514,26034.21767578125,25963.1411328125,1,1.0,0.0,0.0,-0.007479613285493514,1.041937883946603,1.0033308406434402
2026-01-12,25790.25,0.004164153963733375,26021.38271484375,25961.389140625,1,1.0,0.0,0.0,0.004164153963733375,1.0462766737160032,1.0075088647404415
2026-01-13,25732.30078125,-0.002246942885392733,26006.63271484375,25961.5931640625,1,1.0,0.0,0.0,-0.002246942885392733,1.0439257497878447,1.0052450498648429
2026-01-14,25665.599609375,-0.00259211846006413,25996.90771484375,25959.6381640625,1,1.0,0.0,0.0,-0.00259211846006413,1.0412197705808834,1.0026393356142
2026-01-16,25694.349609375,0.0011201764399650926,25990.69765625,25961.5721484375,1,1.0,0.0,0.0,0.0011201764399650926,1.042386120436714,1.0037624685757374
2026-01-19,25585.5,-0.004236324757381116,25979.1951171875,25963.0881640625,1,1.0,0.0,0.0,-0.004236324757381116,1.0379702343079575,0.99951020477958
2026-01-20,25232.5,-0.013796877137441155,25942.50009765625,25957.8921484375,0,1.0,0.0,0.0,-0.013796877137441155,1.0236494865128896,0.9857200852866175
2026-01-21,25157.5,-0.0029723570791637677,25891.755078125,25949.55515625,0,0.0,1.0,0.0005,-0.0005,1.0206068347150705,0.9852272252439742
2026-01-22,25289.900390625,0.00526285960946038,25847.392578125,25941.4541796875,0,0.0,0.0,0.0,0.0,1.0259781452026318,0.9852272252439742
2026-01-23,25048.650390625,-0.009539381186706164,25792.7201171875,25924.911171875,0,0.0,0.0,0.0,-0.0,1.016190948586314,0.9852272252439742
2026-01-27,25175.400390625,0.005060152863462841,25749.37509765625,25910.836171875,0,0.0,0.0,0.0,0.0,1.0213330301246282,0.9852272252439742
2026-01-28,25342.75,0.006647346488174222,25719.4076171875,25899.49015625,0,0.0,0.0,0.0,0.0,1.0281221846556834,0.9852272252439742
2026-01-29,25418.900390625,0.0030048195489833507,25693.41015625,25887.5991796875,0,0.0,0.0,0.0,0.0,1.0312115062948803,0.9852272252439742
2026-01-30,25320.650390625,-0.003865234077404689,25652.9626953125,25875.811171875,0,0.0,0.0,0.0,-0.0,1.0272256324397375,0.9852272252439742
2026-02-02,25088.400390625,-0.00917235522852089,25600.05517578125,25856.526171875,0,0.0,0.0,0.0,-0.0,1.0178035540391581,0.9852272252439742
2026-02-03,25727.55078125,0.025475932330218942,25570.00517578125,25847.2341796875,0,0.0,0.0,0.0,0.0,1.043733048507316,0.9852272252439742
2026-02-04,25776.0,0.0018831648283172964,25546.29013671875,25841.391171875,0,0.0,0.0,0.0,0.0,1.0456985698744172,0.9852272252439742
2026-02-05,25642.80078125,-0.00516756745616076,25519.49521484375,25835.0571875,0,0.0,0.0,0.0,-0.0,1.0402948519757804,0.9852272252439742
2026-02-06,25693.69921875,0.0019849016468285186,25497.14267578125,25831.23515625,0,0.0,0.0,0.0,0.0,1.0423597349406544,0.9852272252439742
2026-02-09,25867.30078125,0.006756581098813275,25496.665234375,25824.47515625,0,0.0,0.0,0.0,0.0,1.0494025230239183,0.9852272252439742
2026-02-10,25935.150390625,0.0026229876069705504,25509.25771484375,25818.8671484375,0,0.0,0.0,0.0,0.0,1.0521550928365337,0.9852272252439742
2026-02-11,25953.849609375,0.0007209990483325601,25517.4376953125,25813.88515625,0,0.0,0.0,0.0,0.0,1.0529136956571672,0.9852272252439742
2026-02-12,25807.19921875,-0.00565042923620962,25521.1826171875,25806.514140625,0,0.0,0.0,0.0,-0.0,1.0469642813280204,0.9852272252439742
2026-02-13,25471.099609375,-0.01302348257655217,25511.4576171875,25795.2921484375,0,0.0,0.0,0.0,-0.0,1.0333291602518726,0.9852272252439742
2026-02-16,25682.75,0.008309432803093486,25510.87763671875,25789.2271484375,0,0.0,0.0,0.0,0.0,1.0419155394724626,0.9852272252439742
2026-02-17,25725.400390625,0.00166066292063749,25517.87265625,25783.06015625,0,0.0,0.0,0.0,0.0,1.0436458099753005,0.9852272252439742
2026-02-18,25819.349609375,0.003652002197183979,25547.21513671875,25775.7181640625,0,0.0,0.0,0.0,0.0,1.0474572067664123,0.9852272252439742
2026-02-19,25454.349609375,-0.014136684522350174,25562.0576171875,25765.594140625,0,0.0,0.0,0.0,-0.0,1.0326496346836933,0.9852272252439742
2026-02-20,25571.25,0.004592550680687868,25576.12509765625,25760.2261328125,0,0.0,0.0,0.0,0.0,1.037392130466372,0.9852272252439742
2026-02-23,25713.0,0.00554333479982394,25609.342578125,25759.3261328125,0,0.0,0.0,0.0,0.0,1.0431427423642499,0.9852272252439742
2026-02-24,25424.650390625,-0.011214156627970318,25621.805078125,25749.848125,0,0.0,0.0,0.0,-0.0,1.0314447762660466,0.9852272252439742
2026-02-25,25482.5,0.002275335490801167,25628.792578125,25738.559140625,0,0.0,0.0,0.0,0.0,1.0337916591722862,0.9852272252439742
2026-02-26,25496.55078125,0.0005513894339252978,25632.67509765625,25727.944140625,0,0.0,0.0,0.0,0.0,1.034361680970034,0.9852272252439742
2026-02-27,25178.650390625,-0.012468368500212268,25625.57509765625,25714.31515625,0,0.0,0.0,0.0,-0.0,1.0214648783692006,0.9852272252439742
2026-03-02,24865.69921875,-0.012429227421638323,25614.4400390625,25695.258125,0,0.0,0.0,0.0,-0.0,1.0087688590927337,0.9852272252439742
2026-03-04,24480.5,-0.015491187895474101,25552.0875,25668.557109375,0,0.0,0.0,0.0,-0.0,0.9931418311534251,0.9852272252439742
2026-03-05,24765.900390625,0.011658274570576665,25501.58251953125,25644.547109375,0,0.0,0.0,0.0,0.0,1.004720151308537,0.9852272252439742
2026-03-06,24450.44921875,-0.012737318930444053,25441.96494140625,25610.1080859375,0,0.0,0.0,0.0,-0.0,0.9919227103054763,0.9852272252439742
2026-03-09,24028.05078125,-0.017275692308183932,25358.68251953125,25567.12609375,0,0.0,0.0,0.0,-0.0,0.974786558768739,0.9852272252439742
2026-03-10,24261.599609375,0.009719840791548862,25278.3974609375,25529.51609375,0,0.0,0.0,0.0,0.0,0.9842613289257129,0.9852272252439742
2026-03-11,23866.849609375,-0.01627056774308744,25174.982421875,25486.0070703125,0,0.0,0.0,0.0,-0.0,0.9682468382965259,0.9852272252439742
2026-03-12,23639.150390625,-0.009540396930332928,25059.2474609375,25439.9480859375,0,0.0,0.0,0.0,-0.0,0.9590093791326372,0.9852272252439742
2026-03-13,23151.099609375,-0.02064586811222946,24926.44248046875,25384.1930859375,0,0.0,0.0,0.0,-0.0,0.9392097979726737,0.9852272252439742
2026-03-16,23408.80078125,0.011131271353117311,24823.3275390625,25329.777109375,0,0.0,0.0,0.0,0.0,0.949664397091414,0.9852272252439742
2026-03-17,23581.150390625,0.007362598835607637,24718.24755859375,25278.4691015625,0,0.0,0.0,0.0,0.0,0.9566563950756574,0.9852272252439742
2026-03-18,23777.80078125,0.008339304375208911,24620.867578125,25227.4541015625,0,0.0,0.0,0.0,0.0,0.9646342439366834,0.9852272252439742
2026-03-19,23002.150390625,-0.03262077926216955,24480.0076171875,25162.49109375,0,0.0,0.0,0.0,-0.0,0.9331671231964951,0.9852272252439742
2026-03-20,23114.5,0.004884308965338757,24363.01513671875,25101.207109375,0,0.0,0.0,0.0,0.0,0.9377249997424831,0.9852272252439742
2026-03-23,22512.650390625,-0.026037751600726855,24210.08515625,25028.6451171875,0,0.0,0.0,0.0,-0.0,0.9133087491293967,0.9852272252439742
2026-03-24,22912.400390625,0.017756683156527453,24070.05517578125,24969.3561328125,0,0.0,0.0,0.0,0.0,0.9295260832117719,0.9852272252439742
2026-03-25,23306.44921875,0.01719805962740728,23964.1451171875,24921.8191015625,0,0.0,0.0,0.0,0.0,0.9455121282160783,0.9852272252439742
2026-03-27,22819.599609375,-0.02088905112938999,23831.00009765625,24862.40609375,0,0.0,0.0,0.0,-0.0,0.9257612770263143,0.9852272252439742
2026-03-30,22331.400390625,-0.02139385559374285,23672.742578125,24794.3880859375,0,0.0,0.0,0.0,-0.0,0.9059556739513344,0.9852272252439742
2026-04-01,22679.400390625,0.015583438293735208,23547.780078125,24734.6641015625,0,0.0,0.0,0.0,0.0,0.9200735782932142,0.9852272252439742
2026-04-02,22713.099609375,0.0014858954897207788,23440.15009765625,24675.0391015625,0,0.0,0.0,0.0,0.0,0.9214407114734113,0.9852272252439742
2026-04-06,22968.25,0.01123362266767347,23364.53759765625,24622.6941015625,0,0.0,0.0,0.0,0.0,0.9317918287367363,0.9852272252439742
2026-04-07,23123.650390625,0.0067658785769486585,23282.42509765625,24580.517109375,0,0.0,0.0,0.0,0.0,0.938096219108962,0.9852272252439742
2026-04-08,23997.349609375,0.03778379295615997,23259.7701171875,24557.3141015625,0,0.0,0.0,0.0,0.0,0.9735410524247315,0.9852272252439742
2026-04-09,23775.099609375,-0.009261439434677166,23247.12255859375,24527.0180859375,0,0.0,0.0,0.0,-0.0,0.964524660930528,0.9852272252439742
2026-04-10,24050.599609375,0.011587753764504383,23236.57255859375,24507.0570703125,0,0.0,0.0,0.0,0.0,0.9757013352011831,0.9852272252439742
2026-04-13,23842.650390625,-0.008646321593950623,23235.36259765625,24480.4020703125,0,0.0,0.0,0.0,-0.0,0.9672651076773866,0.9852272252439742
2026-04-15,24231.30078125,0.016300637062472756,23264.9701171875,24458.1730859375,0,0.0,0.0,0.0,0.0,0.9830321451408293,0.9852272252439742
2026-04-16,24196.75,-0.0014258739785333319,23317.25263671875,24433.730078125,0,0.0,0.0,0.0,-0.0,0.9816304651850112,0.9852272252439742
2026-04-17,24353.55078125,0.006480241406387144,23364.49013671875,24414.3880859375,0,0.0,0.0,0.0,0.0,0.9879916675712742,0.9852272252439742
2026-04-20,24364.849609375,0.00046394992773279853,23403.67509765625,24399.9170703125,0,0.0,0.0,0.0,0.0,0.9884500462340445,0.9852272252439742
2026-04-21,24576.599609375,0.008690798564113589,23443.6150390625,24376.898046875,0,0.0,0.0,0.0,0.0,0.9970404664765534,0.9852272252439742
2026-04-22,24378.099609375,-0.00807678861823835,23512.4125,24348.9400390625,0,0.0,0.0,0.0,-0.0,0.9889875813849925,0.9852272252439742
2026-04-23,24173.05078125,-0.008411190019346093,23565.3400390625,24319.5450390625,0,0.0,0.0,0.0,-0.0,0.9806690189111898,0.9852272252439742
2026-04-24,23897.94921875,-0.011380506539678703,23634.60498046875,24283.6300390625,0,0.0,0.0,0.0,-0.0,0.9695085087282107,0.9852272252439742
2026-04-27,24092.69921875,0.008149234824183171,23693.619921875,24248.1380078125,0,0.0,0.0,0.0,0.0,0.9774092612298806,0.9852272252439742
2026-04-28,23995.69921875,-0.004026115924964935,23728.082421875,24209.348984375,0,0.0,0.0,0.0,-0.0,0.9734740982380348,0.9852272252439742
2026-04-29,24177.650390625,0.007582657634449097,23795.9849609375,24173.825,0,0.0,0.0,0.0,0.0,0.9808556190409778,0.9852272252439742
2026-04-30,23997.55078125,-0.007449012061355398,23879.29248046875,24137.63203125,0,0.0,0.0,0.0,-0.0,0.9735492137042934,0.9852272252439742
2026-05-04,24119.30078125,0.005073434414612388,23951.2875,24110.5960546875,0,0.0,0.0,0.0,0.0,0.9784884517894196,0.9852272252439742
2026-05-05,24032.80078125,-0.0035863394542201554,24017.27255859375,24077.5970703125,0,0.0,0.0,0.0,-0.0,0.9749792600492684,0.9852272252439742
2026-05-06,24330.94921875,0.01240589643353629,24085.40751953125,24049.708046875,1,0.0,0.0,0.0,0.0,0.9870747517742855,0.9852272252439742
2026-05-07,24326.650390625,-0.00017668148029703623,24145.55751953125,24019.8540625,1,1.0,1.0,0.0005,-0.0006766814802970362,0.9869003539459782,0.9845605402267672
2026-05-08,24176.150390625,-0.006186630612244115,24154.49755859375,23994.290078125,1,1.0,0.0,0.0,-0.006186630612244115,0.9807947660050215,0.9784694278489927
2026-05-11,23815.849609375,-0.014903149402549887,24156.53505859375,23959.1820703125,1,1.0,0.0,0.0,-0.014903149402549887,0.9661778350740097,0.9638871517799317
2026-05-12,23379.55078125,-0.018319683541890175,24122.9826171875,23912.5130859375,1,1.0,0.0,0.0,-0.018319683541890175,0.9484777628902653,0.9462290441892295
2026-05-13,23412.599609375,0.0014135784059419176,24101.480078125,23872.2720703125,1,1.0,0.0,0.0,0.0014135784059419176,0.949818510574403,0.9475666131331705
2026-05-14,23689.599609375,0.011831236369372666,24074.39501953125,23836.4140625,1,1.0,0.0,0.0,0.011831236369372666,0.9610560378810142,0.9587774977088749
